******************************
START TEST 11/17/2020 19:45:15
******************************
******************************
START TEST 11/18/2020 00:14:24
******************************

TEST4
	rule3MAMTWithoutClue
		10233.55, 70615672.64750001
		6641.9, 68263112.58999999
		3364.2, 11740576.86
		6338.75, 75419008.2875
		7377.5, 57652165.35
		4493.85, 37036370.1275
		11640.6, 458282876.23999995
		4902.8, 54387492.460000016
		6124.65, 77370976.4275
		7311.0, 62950876.9
		6313.25, 77965256.9875
		10312.45, 204176560.44750005
		8269.3, 63501532.11
		6237.9, 33130706.490000002
		7689.1, 136663126.08999997
		8902.65, 64639768.527499996
		7824.4, 148286712.04
		7911.0, 87122296.6
		6880.8, 90671222.76
		6890.25, 101506322.8875
	OVERALL: 7282.994999999998, 3756246.763475
	rule3MAMTWithClue
		9319.65, 135731413.7275
		5938.1, 53061617.59
		4080.5, 22877812.85
		4768.75, 86477188.8875
		5133.8, 74943196.76000002
		4416.55, 40486599.447500005
		7498.8, 64718902.56000002
		8489.9, 126135368.08999999
		6460.95, 43977038.9475
		4069.3, 25867480.81
		3767.55, 27646018.747500002
		6409.05, 95276224.3475
		9019.3, 229123365.50999993
		5714.1, 131990999.09
		3668.7, 29202645.810000002
		8335.95, 90969314.3475
		6624.8, 52596693.36000001
		5777.3, 92196544.31
		7842.4, 144283705.04
		12132.45, 382219826.34749997
	OVERALL: 6473.3949999999995, 4703402.229975
	improvedMAMTWithoutClue
		3289.35, 24501355.02750001
		5275.6, 22514507.040000003
		3800.6, 24526937.740000002
		6537.85, 61463207.02750001
		3419.9, 17941065.79
		4685.75, 24463455.6875
		6342.7, 69943738.51
		2882.9, 15116622.09
		4436.45, 35706773.4475
		6484.5, 40516483.25
		3452.05, 11740836.3475
		5800.95, 60489777.947500005
		3248.1, 7864931.589999999
		4041.5, 29683824.25
		4280.0, 12302153.7
		4699.45, 29892702.447499998
		3165.8, 14443835.959999999
		5065.1, 37485188.39
		4790.7, 74052246.10999998
		5683.15, 35117183.22749999
	OVERALL: 4569.12, 1300386.4116
	improvedMAMTWithClue
		4045.25, 7173047.2875
		4364.9, 14562547.59
		4786.2, 35521032.260000005
		4709.85, 38690141.2275
		2415.4, 5960674.840000002
		2707.75, 10031601.4875
		3196.7, 13395064.909999998
		3084.4, 11040169.540000001
		4944.65, 46215234.427499995
		2158.6, 8471967.54
		3461.35, 17537132.9275
		3437.25, 9066022.2875
		3295.9, 24154889.589999996
		4360.1, 13939836.290000001
		3522.0, 12072492.5
		3806.45, 25266439.547499996
		3526.3, 14297437.310000002
		3115.1, 16637046.189999998
		7261.3, 51184468.91000001
		5612.05, 51244574.94750001
	OVERALL: 3890.575, 1335287.3938749998



